Process temperature,Tool wear,Torque,temperature_differential,power_speed_ratio,Process temperature_kmeans_cluster_interaction,Tool wear_kmeans_cluster_interaction,Process temperature_complete_cluster_interaction,Tool wear_complete_cluster_interaction,Torque_kmeans_cluster_interaction,Tool wear_ward_cluster_interaction,Torque_complete_cluster_interaction,Machine failure
-0.070951566,1.4571451,0.17777778,0.82352936,0.249840268012961,-0.2128546979999999,4.3714353,-0.141903132,2.9142902,0.53333334,4.3714353,0.35555556,0.0
0.94022006,0.9958253,-0.9777778,0.47058824,-1.335410324154037,0.0,0.0,2.82066018,2.9874759,-0.0,0.9958253,-2.9333334,0.0
-1.4865919,1.1463994,0.5037037,0.058823533,0.6965016488867757,-7.432959500000001,5.731997,-0.0,0.0,2.5185185,0.0,0.0,0.0
0.5357514,1.3490595,0.05185185,0.82352936,0.0767150304958333,2.678757,6.7452975,0.0,0.0,0.25925925,1.3490595,0.0,0.0
-1.1495347,0.78322643,-0.9037037,-0.17647056,-1.2338758850684002,-0.0,0.0,-3.4486041,2.34967929,-0.0,0.0,-2.7111111,0.0
-1.4191804,1.6282405,-0.31111112,0.5294118,-0.4209951539911395,-5.6767216,6.512962,-2.8383608,3.256481,-1.24444448,1.6282405,-0.62222224,0.0
0.46833998,1.3531277,0.43703702,-0.23529412,0.6053873910219885,0.93667996,2.7062554,0.93667996,2.7062554,0.87407404,1.3531277,0.87407404,0.0
-1.0821233,1.250608,0.45185184,0.7058823,0.6256326625149405,-5.4106165,6.25304,-0.0,0.0,2.2592592,0.0,0.0,0.0
-1.0147117,1.4349471,0.32592595,0.82352936,0.4529744831692786,-3.0441351,4.3048413,-2.0294234,2.8698942,0.97777785,4.3048413,0.6518519,0.0
-0.27318588,0.79748124,-0.074074075,0.7058823,-0.0958979719415532,-1.3659294,3.9874062,-0.27318588,0.79748124,-0.370370375,0.0,-0.074074075,0.0
-0.9473003,0.6931472,-0.8296297,0.76470584,-1.1322612405391828,-4.7365015,3.465736,-0.9473003,0.6931472,-4.1481485000000005,0.0,-0.8296297,0.0
-0.20577444,1.5001153,-0.6888889,-0.7058824,-0.9391126126481022,-0.82309776,6.0004612,-0.61732332,4.5003459,-2.7555556,1.5001153,-2.0666667,0.0
0.26610565,1.2186134,0.7407408,-0.41176468,1.0217265833044005,0.5322113,2.4372268,0.5322113,2.4372268,1.4814816,0.0,1.4814816,0.0
-0.27318588,1.3531277,-0.37777779,-0.35294116,-0.5124712442567585,-1.09274352,5.4125108,-0.81955764,4.0593831,-1.51111116,0.0,-1.13333337,0.0
-0.8798889,1.400698,-0.60740745,0.88235295,-0.8273548391172499,-4.3994445,7.00349,-0.8798889,1.400698,-3.03703725,1.400698,-0.60740745,0.0
0.80539715,1.1855613,-1.1703703,-0.52941173,-1.5996119128588129,0.0,0.0,2.41619145,3.5566839000000003,-0.0,2.3711226,-3.5111109000000003,0.0
-1.6214148,0.93603677,-0.08148148,-0.05882353,-0.1059247900167617,-8.107073999999999,4.68018385,-1.6214148,0.93603677,-0.4074074,0.0,-0.08148148,0.0
-0.61024314,1.0244303,0.05925926,-0.05882353,0.0871588097780786,-3.0512157,5.122151499999999,-0.0,0.0,0.2962963,0.0,0.0,0.0
-0.67765456,1.340873,0.2814815,0.76470584,0.3916914122811211,-3.3882728,6.704365,-1.35530912,2.681746,1.4074075,1.340873,0.562963,0.0
-1.4865919,1.1710547,-0.19259259,0.058823533,-0.2584469090523385,-7.432959500000001,5.8552735,-1.4865919,1.1710547,-0.96296295,0.0,-0.19259259,0.0
-0.8798889,1.213958,-0.33333334,-0.23529412,-0.4515975927912498,-4.3994445,6.06979,-0.8798889,1.213958,-1.6666667,0.0,-0.33333334,0.0
0.67057425,0.82539535,-0.43703705,-0.4705882,-0.5936154692372905,1.3411485,1.6507907,0.0,0.0,-0.8740741,0.82539535,-0.0,0.0
2.0188031,0.7466743,-0.21481481,-0.52941173,-0.2888261146713372,4.0376062,1.4933486,0.0,0.0,-0.42962962,0.0,-0.0,0.0
0.67057425,1.4644363,0.2,-0.8235294,0.2801974546767868,0.67057425,1.4644363,1.3411485,2.9288726,0.2,0.0,0.4,0.0
1.8165689,1.4122452,-0.25925925,-0.52941173,-0.3497573076365305,7.2662756,5.6489808,0.0,0.0,-1.037037,1.4122452,-0.0,0.0
-2.699998,0.84583116,-0.25925925,0.4117647,-0.349693437314618,-13.49999,4.2291558,-2.699998,0.84583116,-1.29629625,0.0,-0.25925925,0.0
-0.81247747,0.82539535,-0.3851852,0.29411763,-0.5225856707668594,-4.06238735,4.12697675,-0.81247747,0.82539535,-1.925926,0.0,-0.3851852,0.0
-0.34059733,0.81153566,-0.96296304,-0.05882353,-1.315171940280519,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
1.075043,1.2816105,0.11111112,0.88235295,0.1581398992535179,5.375215,6.4080525,0.0,0.0,0.5555555999999999,0.0,0.0,0.0
-0.20577444,1.6313192,-0.7111111,-0.35294116,-0.9696940410649116,-0.82309776,6.5252768,-0.61732332,4.8939576,-2.8444444,1.6313192,-2.1333333,0.0
0.94022006,1.1463994,0.56296295,0.88235295,0.7779277221021256,1.88044012,2.2927988,0.0,0.0,1.1259259,0.0,0.0,0.0
-0.81247747,1.2550962,0.26666668,0.76470584,0.3715580398881015,-4.06238735,6.275481000000001,-1.62495494,2.5101924,1.3333334,0.0,0.53333336,0.0
0.6031628,1.2946086,-1.4740742,0.11764706,-2.016192348350942,0.0,0.0,1.8094884,3.8838258,-0.0,2.5892172,-4.4222226,0.0
1.3446887,1.3074399,0.22962964,1.0,0.3205428503195781,2.6893774,2.6148798,0.0,0.0,0.45925928,0.0,0.0,0.0
-0.4754202,0.7392008,-0.37777779,1.117647,-0.5123420535027539,-2.377101,3.696004,-0.4754202,0.7392008,-1.88888895,0.0,-0.37777779,0.0
1.6143345,1.6465725,-0.49629632,-0.7058824,-0.6749642039624822,6.457338,6.58629,0.0,0.0,-1.98518528,1.6465725,-0.0,0.0
-1.5540034,0.8045331,-0.17777778,0.0,-0.2380590702056365,-7.770017,4.0226655,-1.5540034,0.8045331,-0.8888889,0.0,-0.17777778,0.0
0.67057425,1.3116806,-0.25925925,0.23529412,-0.3497808932869253,2.682297,5.2467224,1.3411485,2.6233612,-1.037037,1.3116806,-0.5185185,0.0
2.153626,1.3692373,0.5037037,-0.41176468,0.6966532384146085,4.307252,2.7384746,0.0,0.0,1.0074074,0.0,0.0,0.0
-1.2169461,1.3449746,0.8740741,0.5882353,1.2046848731682431,-3.6508383,4.0349238,-2.4338922,2.6899492,2.6222223,4.0349238,1.7481482,0.0
-0.34059733,1.1903504,-0.8296297,-0.17647056,-1.1321422573245856,-0.0,0.0,-0.34059733,1.1903504,-0.0,1.1903504,-0.8296297,0.0
-0.67765456,1.2902945,-0.25185186,0.76470584,-0.3396137298418695,-3.3882728,6.4514725,-1.35530912,2.580589,-1.2592593,1.2902945,-0.50370372,0.0
1.0076315,1.1056411,0.24444444,0.9411765,0.3411314652341381,5.0381575000000005,5.528205499999999,0.0,0.0,1.2222222,0.0,0.0,0.0
-1.0821233,1.6586096,-0.17777778,0.23529412,-0.2381256307350335,-4.3284932,6.6344384,-2.1642466,3.3172192,-0.71111112,1.6586096,-0.35555556,0.0
-0.54283166,1.2640126,0.6296296,0.3529412,0.8694668458858011,-1.62849498,3.7920378,-0.0,0.0,1.8888888,0.0,0.0,0.0
-0.20577444,1.3490595,1.1111112,0.6470588,1.5300287772198855,-0.61732332,4.0471785,-0.41154888,2.698119,3.3333336000000005,4.0471785,2.2222224,0.0
0.3335171,1.166172,-0.51111114,-0.17647056,-0.6952844508924757,1.3340684,4.664688,0.0,0.0,-2.04444456,1.166172,-0.0,0.0
0.73798573,1.340873,-0.5925926,0.29411763,-0.8070981525462959,2.95194292,5.363492,0.0,0.0,-2.3703704,1.340873,-0.0,0.0
0.46833998,1.298904,0.59999996,-0.11764705,0.8285201705174202,0.93667996,2.597808,0.93667996,2.597808,1.19999992,0.0,1.19999992,0.0
-1.0821233,1.5678675,0.54814816,0.1764706,0.7576650546013478,-3.2463698999999995,4.7036025,-2.1642466,3.135735,1.64444448,4.7036025,1.09629632,0.0
0.73798573,1.580884,0.5703704,-0.41176468,0.7880506151231641,0.73798573,1.580884,1.47597146,3.161768,0.5703704,4.742652,1.1407408,0.0
-0.9473003,1.250608,-1.888889,-0.17647056,-2.585271401059834,-0.0,0.0,-2.8419009,3.751824,-0.0,2.501216,-5.666667,0.0
-0.4754202,1.4084109,-0.24444444,0.5882353,-0.3294981842031982,-2.377101,7.0420545,-0.4754202,1.4084109,-1.2222222,1.4084109,-0.24444444,0.0
-2.0258834,1.5036141,-1.6148149,0.5882353,-2.209254385119078,-0.0,0.0,-6.077650200000001,4.5108423,-0.0,3.0072282,-4.8444447,0.0
-1.2843575,1.3771957,-1.2296296,0.47058824,-1.680834578478497,-0.0,0.0,-3.8530725,4.1315871,-0.0,2.7543914,-3.6888888,0.0
1.6817459,1.4461077,0.37037033,-0.64705884,0.5135938597563977,1.6817459,1.4461077,0.0,0.0,0.37037033,0.0,0.0,0.0
0.13128276,1.0130863,-0.64444447,-0.17647056,-0.8781682525601885,0.0,0.0,0.0,0.0,-0.0,1.0130863,-0.0,0.0
-0.8798889,1.1463994,-1.0,0.0,-1.3659028013010912,-0.0,0.0,-2.6396667,3.4391982,-0.0,0.0,-3.0,0.0
1.2098658,1.2772399,-0.014814815,-0.23529412,-0.014480361799674,2.4197316,2.5544798,0.0,0.0,-0.02962963,1.2772399,-0.0,0.0
-0.8798889,1.5873293,-0.22962964,0.9411765,-0.309188732565305,-2.6396667,4.761987899999999,-1.7597778,3.1746586,-0.68888892,1.5873293,-0.45925928,0.0
-0.4754202,1.340873,-0.5037037,0.5882353,-0.685084089369196,-2.377101,6.704365,-0.4754202,1.340873,-2.5185185,1.340873,-0.5037037,0.0
1.1424544,1.6880836,0.46666664,0.6470588,0.6459828372183631,3.4273632000000003,5.0642508,2.2849088,3.3761672,1.39999992,5.0642508,0.93333328,0.0
-0.61024314,1.574397,-0.31111112,1.117647,-0.4209168245078896,-2.44097256,6.297588,-0.61024314,1.574397,-1.24444448,1.574397,-0.31111112,0.0
0.3335171,1.6158297,-0.5407408,-1.117647,-0.7359420774779935,1.3340684,6.4633188,1.0005513,4.8474891,-2.1629632,1.6158297,-1.6222224,0.0
-0.20577444,0.9110832,0.34814814,0.6470588,0.4832974011852682,-1.0288722,4.555416,-0.0,0.0,1.7407407,0.0,0.0,0.0
0.5357514,1.4716746,-0.8370371,-0.8235294,-1.142354525547567,2.1430056,5.8866984,1.6072542,4.4150238,-3.3481484,1.4716746,-2.5111113,0.0
0.46833998,1.1759137,0.5333333,-0.35294116,0.7372558311913286,0.93667996,2.3518274,0.93667996,2.3518274,1.0666666,0.0,1.0666666,0.0
1.3446887,1.6938757,0.78518516,0.82352936,1.0827966855935045,4.0340661,5.0816271,2.6893774,3.3877514,2.35555548,5.0816271,1.57037032,0.0
-1.2169461,0.9482839,0.45185184,0.5882353,0.6258469703115088,-6.084730499999999,4.7414195,-0.0,0.0,2.2592592,0.0,0.0,0.0
-0.67765456,1.3367544,-0.12592593,-0.05882353,-0.1669997598016706,-3.3882728,6.683772,-0.67765456,1.3367544,-0.6296296499999999,1.3367544,-0.12592593,0.0
0.40092853,1.3326188,0.06666666,-0.41176468,0.097277153683968,1.60371412,5.3304752,0.80185706,2.6652376,0.26666664,1.3326188,0.13333332,0.0
-1.1495347,0.885491,-1.1407409,0.0,-1.558938783657534,-0.0,0.0,-3.4486041,2.656473,-0.0,1.770982,-3.4222227,0.0
1.4795116,1.2045817,-0.24444444,-0.5882353,-0.3294950849322877,2.9590232,2.4091634,0.0,0.0,-0.48888888,1.2045817,-0.0,0.0
0.73798573,1.3159035,0.6296296,-0.52941173,0.8692127492518462,1.47597146,2.631807,1.47597146,2.631807,1.2592592,0.0,1.2592592,0.0
-1.0147117,1.3612149,0.20740743,-0.11764705,0.2903860532177243,-5.073558500000001,6.8060745,-1.0147117,1.3612149,1.03703715,0.0,0.20740743,0.0
2.2884488,0.87244505,-0.1851852,-0.35294116,-0.2481724635459959,4.5768976,1.7448901,0.0,0.0,-0.3703704,0.87244505,-0.0,0.0
-1.0821233,1.0739437,-0.05185185,0.76470584,-0.0654355283921037,-5.4106165,5.3697185,-1.0821233,1.0739437,-0.25925925,0.0,-0.05185185,0.0
-1.2169461,0.7540924,0.0888889,-0.4705882,0.1276592299560869,-6.084730499999999,3.770462,-1.2169461,0.7540924,0.4444445,0.0,0.0888889,0.0
0.67057425,1.6000966,-0.81481487,0.058823533,-1.1118746434385611,2.682297,6.4003864,0.0,0.0,-3.25925948,1.6000966,-0.0,0.0
0.6031628,1.6465725,-0.69629633,-0.5882353,-0.9492778886387618,2.4126512,6.58629,1.8094884,4.9397175,-2.78518532,1.6465725,-2.08888899,0.0
-2.2281177,1.4122452,0.2,0.47058824,0.2799721853838582,-11.1405885,7.061226,-4.4562354,2.8244904,1.0,4.2367356,0.4,0.0
0.40092853,1.2232473,0.47407407,-0.64705884,0.6559700717871528,0.80185706,2.4464946,0.80185706,2.4464946,0.94814814,0.0,0.94814814,0.0
0.40092853,0.7466743,-0.0074074073,-0.7647059,-0.0045012661550291,0.80185706,1.4933486,0.0,0.0,-0.0148148146,0.0,-0.0,0.0
-1.351769,1.6556139,0.6666667,0.5294118,0.920108759153896,-4.055307,4.9668417,-2.703538,3.3112278,2.0000001,4.9668417,1.3333334,0.0
0.40092853,1.3284662,0.16296297,0.3529412,0.2292094912639974,2.00464265,6.642331,0.0,0.0,0.8148148500000001,0.0,0.0,0.0
-0.0035401233,1.6064196,-0.8518519,-1.0588236,-1.1627034986022995,-0.0141604932,6.4256784,-0.0106203699,4.8192588,-3.4074076,1.6064196,-2.5555557,0.0
0.46833998,0.87898934,0.24444444,0.11764706,0.3409852784322523,0.93667996,1.75797868,0.46833998,0.87898934,0.48888888,0.0,0.24444444,0.0
-0.40800878,1.0300545,-0.13333333,-0.35294116,-0.1770498818608597,-2.0400439,5.150272500000001,-0.40800878,1.0300545,-0.66666665,0.0,-0.13333333,0.0
0.26610565,1.531173,0.54814816,-0.9411765,0.7576925861747509,0.26610565,1.531173,0.5322113,3.062346,0.54814816,4.593519,1.09629632,0.0
0.5357514,1.3159035,-0.80740744,-0.23529412,-1.1016475441321074,0.0,0.0,1.6072542,3.9477105,-0.0,1.3159035,-2.42222232,0.0
-1.4191804,1.6556139,0.5333333,0.0,0.7373840805893241,-4.2575412,4.9668417,-2.8383608,3.3112278,1.5999999,4.9668417,1.0666666,0.0
-0.138363,1.3612149,-0.49629632,0.76470584,-0.6749843441546852,-0.6918150000000001,6.8060745,-0.138363,1.3612149,-2.4814816,1.3612149,-0.49629632,0.0
-0.54283166,0.9110832,0.45925927,0.058823533,0.6354515295093022,-2.7141583,4.555416,-0.0,0.0,2.29629635,0.0,0.0,0.0
0.94022006,1.4461077,0.7185185,0.82352936,0.9910957455081506,2.82066018,4.3383231,1.88044012,2.8922154,2.1555555,0.0,1.437037,0.0
-0.27318588,1.5645868,-0.2888889,0.88235295,-0.3904828378673468,-1.09274352,6.2583472,-0.54637176,3.1291736,-1.1555556,1.5645868,-0.5777778,0.0
0.67057425,1.1004275,-0.3703704,0.0,-0.5022400010348552,3.35287125,5.5021375,0.0,0.0,-1.851852,1.1004275,-0.0,0.0
0.5357514,0.724084,-0.36296296,-0.5882353,-0.4920178087094852,1.0715028,1.448168,1.6072542,2.172252,-0.72592592,0.724084,-1.08888888,0.0
-1.4191804,1.5036141,-1.4666667,0.5882353,-2.0060361495151424,-0.0,0.0,-4.2575412,4.5108423,-0.0,3.0072282,-4.4000001,0.0
-0.070951566,0.76145583,-1.125926,0.88235295,-1.5386063807507653,-0.0,0.0,-0.2128546979999999,2.28436749,-0.0,0.0,-3.377778,0.0
-1.0821233,1.1108277,0.08148148,0.7058823,0.1177029690465502,-5.4106165,5.5541385,-1.0821233,1.1108277,0.4074074,0.0,0.08148148,0.0
-0.27318588,1.6880836,0.11111112,-0.41176468,0.1581438413917971,-0.27318588,1.6880836,-0.54637176,3.3761672,0.11111112,5.0642508,0.22222224,0.0
1.9513917,1.603263,0.99259263,-0.4705882,1.367353457044567,1.9513917,1.603263,3.9027834,3.206526,0.99259263,4.809789,1.98518526,0.0
0.5357514,1.5905365,0.25925925,0.058823533,0.3613605441860403,0.5357514,1.5905365,1.0715028,3.181073,0.25925925,4.7716095,0.5185185,0.0
-1.2169461,0.82539535,0.54814816,-0.05882353,0.7576811699891539,-6.084730499999999,4.12697675,-1.2169461,0.82539535,2.7407408,0.0,0.54814816,0.0
0.46833998,1.574397,-0.6,0.1764706,-0.8171727243525982,1.87335992,6.297588,1.40501994,4.723191,-2.4,1.574397,-1.7999999999999998,0.0
0.26610565,1.1563346,0.1925926,-1.1764705,0.2700237094394138,0.5322113,2.3126692,0.5322113,2.3126692,0.3851852,0.0,0.3851852,0.0
1.2098658,1.6220543,-1.3481482,-0.88235295,-1.843443190697006,0.0,0.0,3.6295974,4.8661629,-0.0,3.2441086,-4.0444446,0.0
-1.958472,1.6465725,0.9851852,0.6470588,1.3571458155163332,-5.875416,4.9397175,-3.916944,3.293145,2.9555556,4.9397175,1.9703704,0.0
0.19869421,1.739042,-1.1925926,0.82352936,-1.6300635970643702,0.0,0.0,0.0,0.0,-0.0,1.739042,-0.0,0.0
-0.070951566,1.2415706,-0.17777778,-0.9411765,-0.2379505575017721,-0.141903132,2.4831412,-0.0,0.0,-0.35555556,1.2415706,-0.0,0.0
-0.34059733,1.213958,-0.022222223,0.7058823,-0.0246497272893837,-1.70298665,6.06979,-0.34059733,1.213958,-0.111111115,1.213958,-0.022222223,0.0
1.8839803,0.8592266,0.22962964,-0.35294116,0.320599820915347,3.7679606,1.7184532,0.0,0.0,0.45925928,0.0,0.0,0.0
-1.0821233,0.93603677,0.6148148,-0.35294116,0.8489992257078138,-5.4106165,4.68018385,-0.0,0.0,3.074074,0.0,0.0,0.0
-1.6214148,1.5612952,-1.4444445,-0.29411763,-1.975564856537748,-0.0,0.0,-4.8642444,4.6838856,-0.0,3.1225904,-4.3333335,0.0
1.2772772,1.3284662,-0.8222223,0.76470584,-1.1219539235488751,0.0,0.0,3.8318316,3.9853986,-0.0,1.3284662,-2.4666669,0.0
0.6031628,0.9900048,-0.44444448,-0.29411763,-0.6037641583979664,3.015814,4.950024,0.0,0.0,-2.2222224,0.9900048,-0.0,0.0
0.06387132,0.8184895,-0.40740743,-1.117647,-0.5530460649804182,0.12774264,1.636979,0.1916139599999999,2.4554685,-0.81481486,0.8184895,-1.22222229,0.0
0.8728086,1.2550962,0.12592593,-0.4705882,0.1784158651666089,1.7456172,2.5101924,1.7456172,2.5101924,0.25185186,0.0,0.25185186,0.0
0.3335171,1.4122452,0.22222224,0.0,0.3105989286741059,1.3340684,5.6489808,0.0,0.0,0.88888896,0.0,0.0,0.0
-0.070951566,1.6526091,0.88888884,-0.11764705,1.225019367035216,-0.2128546979999999,4.9578273,-0.141903132,3.3052182,2.66666652,4.9578273,1.77777768,0.0
-1.0821233,1.6435404,-0.8666667,0.88235295,-1.182967261753744,-4.3284932,6.5741616,-1.0821233,1.6435404,-3.4666668,1.6435404,-0.8666667,0.0
1.546923,1.3612149,0.42962962,-0.7058824,0.5949317218722808,3.093846,2.7224298,3.093846,2.7224298,0.85925924,0.0,0.85925924,0.0
0.40092853,1.2415706,-1.125926,-0.17647056,-1.5386344869021054,0.0,0.0,1.20278559,3.7247118,-0.0,2.4831412,-3.377778,0.0
0.06387132,0.9482839,0.48148146,-0.64705884,0.6663328214991654,0.12774264,1.8965678,0.0,0.0,0.96296292,0.0,0.0,0.0
0.80539715,1.1759137,0.1851852,-0.17647056,0.259657051485549,1.6107943,2.3518274,1.6107943,2.3518274,0.3703704,0.0,0.3703704,0.0
0.80539715,1.6465725,0.77037036,-0.9411765,1.0623683508882331,0.80539715,1.6465725,1.6107943,3.293145,0.77037036,4.9397175,1.54074072,0.0
0.46833998,1.6526091,-0.31851852,0.0,-0.4311685586471693,1.87335992,6.6104364,0.93667996,3.3052182,-1.27407408,1.6526091,-0.63703704,0.0
-1.1495347,1.2460995,-0.51111114,0.1764706,-0.6953003562438747,-5.7476735,6.230497499999999,-1.1495347,1.2460995,-2.5555557,1.2460995,-0.51111114,0.0
1.7491573,1.4236605,0.5185185,-0.29411763,0.7169052689905061,1.7491573,1.4236605,0.0,0.0,0.5185185,4.2709815,0.0,0.0
0.5357514,1.1056411,-0.35555556,-0.52941173,-0.4819294165306003,1.0715028,2.2112822,0.0,0.0,-0.71111112,1.1056411,-0.0,0.0
0.40092853,1.5446727,-1.0296296,-0.4705882,-1.4064780239144277,0.0,0.0,1.20278559,4.6340181000000005,-0.0,1.5446727,-3.0888888000000003,0.0
-0.27318588,1.6064196,-0.35555556,0.5294118,-0.4819457995218131,-1.09274352,6.4256784,-0.54637176,3.2128392,-1.42222224,1.6064196,-0.71111112,0.0
0.40092853,1.1903504,0.044444446,0.058823533,0.0666490533068026,0.80185706,2.3807008,0.80185706,2.3807008,0.088888892,1.1903504,0.088888892,0.0
0.73798573,1.6465725,-1.2444445,-0.7058824,-1.7012004095337083,0.0,0.0,2.21395719,4.9397175,-0.0,1.6465725,-3.7333335,0.0
-0.745066,1.298904,-0.1851852,0.76470584,-0.2482329498269042,-3.72533,6.4945200000000005,-1.490132,2.597808,-0.925926,1.298904,-0.3703704,0.0
0.19869421,0.87244505,0.7777778,-0.05882353,1.072614263255355,0.39738842,1.7448901,0.0,0.0,1.5555556,0.0,0.0,0.0
-0.20577444,1.4680619,-0.4740741,-0.4705882,-0.6444745795213275,-0.82309776,5.8722476,-0.20577444,1.4680619,-1.8962964,1.4680619,-0.4740741,0.0
1.1424544,1.213958,0.33333334,0.76470584,0.4629271577404909,2.2849088,2.427916,2.2849088,2.427916,0.66666668,0.0,0.66666668,0.0
-1.2169461,0.8045331,-0.14074074,0.5294118,-0.1872045178673829,-6.084730499999999,4.0226655,-1.2169461,0.8045331,-0.7037037,0.0,-0.14074074,0.0
-0.4754202,1.6127028,-0.05925926,0.6470588,-0.0755158416378211,-1.4262606,4.8381084,-0.9508404,3.2254056,-0.17777778,1.6127028,-0.11851852,0.0
0.06387132,1.6000966,0.029629631,0.058823533,0.0463975831288197,0.25548528,6.4003864,0.12774264,3.2001932,0.118518524,1.6000966,0.059259262,0.0
1.2772772,1.3692373,0.11111112,-0.23529412,0.1582054840133303,2.5545544,2.7384746,2.5545544,2.7384746,0.22222224,1.3692373,0.22222224,0.0
0.19869421,1.1612654,0.4148148,-0.41176468,0.5748612713128918,0.39738842,2.3225308,0.39738842,2.3225308,0.8296296,0.0,0.8296296,0.0
1.4795116,1.5209272,0.17777778,-0.17647056,0.2495503051250243,1.4795116,1.5209272,2.9590232,3.0418544,0.17777778,1.5209272,0.35555556,0.0
-1.5540034,0.898369,-0.15555555,0.058823533,-0.2078310754569458,-7.770017,4.491845,-1.5540034,0.898369,-0.7777777499999999,0.0,-0.15555555,0.0
-0.138363,1.303181,-0.029629631,-0.23529412,-0.0349700412229419,-0.553452,5.212724,-0.276726,2.606362,-0.118518524,1.303181,-0.059259262,0.0
-0.070951566,1.6343884,-0.8370371,0.88235295,-1.1424307998021874,-0.283806264,6.5375536,-0.070951566,1.6343884,-3.3481484,1.6343884,-0.8370371,0.0
-1.1495347,0.7316709,-0.037037037,0.7058823,-0.0454459217718283,-5.7476735,3.6583545,-1.1495347,0.7316709,-0.185185185,0.0,-0.037037037,0.0
-0.61024314,1.0631506,-0.8518519,-0.05882353,-1.1627236617875465,-0.0,0.0,-0.0,0.0,-0.0,1.0631506,-0.0,0.0
0.3335171,1.1612654,0.34074074,-0.7647059,0.4730846967425787,0.6670342,2.3225308,0.6670342,2.3225308,0.68148148,0.0,0.68148148,0.0
-1.2169461,0.76145583,-0.32592595,0.6470588,-0.4412150265142068,-6.084730499999999,3.80727915,-1.2169461,0.76145583,-1.62962975,0.0,-0.32592595,0.0
-0.81247747,1.4349471,0.0888889,1.0,0.1278107834479759,-2.43743241,4.3048413,-1.62495494,2.8698942,0.2666667,4.3048413,0.1777778,0.0
-1.5540034,1.1159874,0.31851852,0.0,0.4427906109250575,-7.770017,5.579937,-1.5540034,1.1159874,1.5925926,0.0,0.31851852,0.0
-1.7562376,1.603263,0.103703715,0.5882353,0.1478609398585998,-5.268712799999999,4.809789,-1.7562376,1.603263,0.311111145,4.809789,0.103703715,0.0
0.06387132,0.7316709,-0.34814814,0.76470584,-0.4717146352813165,0.3193566,3.6583545,0.06387132,0.7316709,-1.7407407,0.0,-0.34814814,0.0
1.3446887,1.1855613,-0.6740741,-0.29411763,-0.9188048315709412,0.0,0.0,0.0,0.0,-0.0,1.1855613,-0.0,0.0
0.73798573,1.4160647,0.38518518,-0.9411765,0.5343284550342039,0.73798573,1.4160647,1.47597146,2.8321294,0.38518518,4.2481941,0.77037036,0.0
-1.0147117,1.6251522,0.13333334,0.5294118,0.1886753005553582,-3.0441351,4.8754566,-2.0294234,3.2503044,0.40000002,4.8754566,0.26666668,0.0
0.26610565,1.4930806,0.13333334,-1.117647,0.1885425788554648,0.26610565,1.4930806,0.5322113,2.9861612,0.13333334,1.4930806,0.26666668,0.0
0.73798573,0.9110832,-0.6814815,0.0,-0.929053118544131,0.0,0.0,2.21395719,2.7332496,-0.0,0.9110832,-2.0444445,0.0
-0.070951566,1.4930806,-0.41481486,-1.117647,-0.5631615363388388,-0.283806264,5.9723224,-0.2128546979999999,4.4792418000000005,-1.65925944,1.4930806,-1.24444458,0.0
-1.0147117,1.4571451,0.11111112,-0.29411763,0.1582913921830068,-4.0588468,5.8285804,-2.0294234,2.9142902,0.44444448,4.3714353,0.22222224,0.0
1.4121002,1.6313192,-0.9851852,-0.17647056,-1.3455294809786449,5.6484008,6.5252768,4.2363006,4.8939576,-3.9407408,1.6313192,-2.9555556,0.0
0.73798573,1.4824349,-0.17777778,0.11764706,-0.2379387546348306,2.95194292,5.9297396,1.47597146,2.9648698,-0.71111112,1.4824349,-0.35555556,0.0
-0.34059733,1.4752742,-0.6814815,1.2352941,-0.9290619463557496,-1.70298665,7.376371000000001,-0.34059733,1.4752742,-3.4074075,1.4752742,-0.6814815,0.0
2.153626,1.4349471,0.9111111,-0.23529412,1.2554392270849,2.153626,1.4349471,4.307252,2.8698942,0.9111111,4.3048413,1.8222222,0.0
1.2098658,1.2902945,0.7407408,-0.17647056,1.021647913180231,2.4197316,2.580589,2.4197316,2.580589,1.4814816,0.0,1.4814816,0.0
2.0188031,1.166172,0.8740741,-0.17647056,1.204690235649743,4.0376062,2.332344,0.0,0.0,1.7481482,0.0,0.0,0.0
-1.5540034,1.2415706,-1.3703704,-0.17647056,-1.873920157888865,-0.0,0.0,-4.6620102,3.7247118,-0.0,2.4831412,-4.1111112,0.0
1.546923,1.0685618,0.14074075,-0.05882353,0.1989593409606107,3.093846,2.1371236,0.0,0.0,0.2814815,0.0,0.0,0.0
-0.0035401233,0.9900048,-0.34074074,0.9411765,-0.4614334005486411,-0.0177006165,4.950024,-0.0035401233,0.9900048,-1.7037037,0.0,-0.34074074,0.0
0.26610565,1.3571795,-0.022222223,0.9411765,-0.0246687336196974,1.3305282500000002,6.7858975,0.0,0.0,-0.111111115,1.3571795,-0.0,0.0
-1.351769,1.0739437,-0.3037037,0.5294118,-0.4108515614975961,-6.758845,5.3697185,-1.351769,1.0739437,-1.5185185,0.0,-0.3037037,0.0
-1.351769,1.6615964,-1.3185186,0.9411765,-1.8027574781069875,-0.0,0.0,-4.055307,4.9847892,-0.0,3.3231928,-3.9555558,0.0
